UF;Zona;Partido;Gênero;Grau de escolaridade;Faixa etária;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
RS;1;MOBILIZA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;2;1;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;2;0,4;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;1;0,2;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;MOBILIZA;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;2;0,6667;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;4;0,3636;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;4;0,3636;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;2;0,1818;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;1;NOVO;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;18 a 20 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;21 a 24 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO COMPLETO;21 a 24 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;2;0,3333;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;1;0,1667;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;2;0,2222;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;4;0,4444;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;0,1111;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;5;0,2273;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;9;0,4091;0;1;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;2;0,0909;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;3;0,1364;0;1;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;3;0,1364;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR INCOMPLETO;21 a 24 anos;1;0,0769;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;2;0,1538;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;3;0,2308;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;4;0,3077;0;0;2024-10-04 18:04:53
RS;1;NOVO;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;3;0,2308;0;0;2024-10-04 18:04:53
RS;1;PCB;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCB;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCB;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCB;MASCULINO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCB;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;2;0,6667;0;0;2024-10-04 18:04:53
RS;1;PCB;MASCULINO;SUPERIOR COMPLETO;Superior a 79 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ANALFABETO;45 a 59 anos;2;1;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;1;0,125;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;3;0,375;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;2;0,25;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;0,0714;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;4;0,2857;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;2;0,1429;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;5;0,3571;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;1;0,0714;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;1;0,0714;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;3;0,1364;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;4;0,1818;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;8;0,3636;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;4;0,1818;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;3;0,1364;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;2;0,0741;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;4;0,1481;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;12;0,4444;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;3;0,1111;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;4;0,1481;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;2;0,0741;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;NÃO INFORMADO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;1;0,027;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;9;0,2432;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;13;0,3514;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;8;0,2162;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;6;0,1622;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR INCOMPLETO;21 a 24 anos;5;0,1667;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;8;0,2667;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;4;0,1333;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;8;0,2667;0;0;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;4;0,1333;0;1;2024-10-04 18:04:53
RS;1;PCDOB;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;1;0,0333;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ANALFABETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;25 a 34 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;3;0,2727;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;5;0,4545;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;1;0,0909;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;3;0,2727;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;3;0,2727;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;4;0,3636;0;1;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;21 a 24 anos;1;0,0385;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;2;0,0769;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;2;0,0769;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;10;0,3846;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;6;0,2308;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;4;0,1538;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;1;0,0385;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;4;0,1143;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;6;0,1714;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;2;0,0571;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;14;0,4;0;1;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;5;0,1429;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;2;0,0571;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;2;0,0571;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;LÊ E ESCREVE;45 a 59 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR COMPLETO;25 a 34 anos;5;0,0943;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR COMPLETO;35 a 44 anos;10;0,1887;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR COMPLETO;45 a 59 anos;17;0,3208;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR COMPLETO;60 a 69 anos;14;0,2642;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;7;0,1321;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;21 a 24 anos;1;0,027;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;25 a 34 anos;8;0,2162;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;35 a 44 anos;9;0,2432;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;9;0,2432;0;0;2024-10-04 18:04:53
RS;1;PCDOB;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;10;0,2703;0;0;2024-10-04 18:04:53
RS;1;PCO;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCO;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;2;0,5;0;0;2024-10-04 18:04:53
RS;1;PCO;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;1;PCO;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;1;0,25;0;0;2024-10-04 18:04:53
RS;1;PCO;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;PCO;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;PCO;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;2;0,6667;0;0;2024-10-04 18:04:53
RS;1;PCO;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;1;PCO;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;PCO;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;PCO;MASCULINO;SUPERIOR COMPLETO;70 a 79 anos;1;1;0;0;2024-10-04 18:04:53
RS;1;PCO;MASCULINO;SUPERIOR INCOMPLETO;45 a 59 anos;2;0,6667;0;0;2024-10-04 18:04:53
RS;1;PCO;MASCULINO;SUPERIOR INCOMPLETO;60 a 69 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ANALFABETO;45 a 59 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ANALFABETO;Superior a 79 anos;1;0,5;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;1;0,0125;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;15;0,1875;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;16;0,2;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;23;0,2875;0;1;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;25;0,3125;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;3;0,0252;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;8;0,0672;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;39;0,3277;0;1;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;19;0,1597;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;24;0,2017;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;26;0,2185;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO COMPLETO;25 a 34 anos;1;0,0055;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO COMPLETO;35 a 44 anos;14;0,0765;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO COMPLETO;45 a 59 anos;40;0,2186;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO COMPLETO;60 a 69 anos;65;0,3552;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO COMPLETO;70 a 79 anos;38;0,2077;0;1;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;25;0,1366;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,0092;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;6;0,055;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;21;0,1927;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;33;0,3028;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;24;0,2202;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;19;0,1743;0;1;2024-10-04 18:04:53
RS;1;PDT;FEMININO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;5;0,0459;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;LÊ E ESCREVE;45 a 59 anos;1;0,0526;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;LÊ E ESCREVE;60 a 69 anos;6;0,3158;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;LÊ E ESCREVE;70 a 79 anos;4;0,2105;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;LÊ E ESCREVE;Superior a 79 anos;8;0,4211;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;NÃO INFORMADO;70 a 79 anos;2;1;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR COMPLETO;25 a 34 anos;7;0,0348;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR COMPLETO;35 a 44 anos;15;0,0746;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR COMPLETO;45 a 59 anos;42;0,209;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR COMPLETO;60 a 69 anos;47;0,2338;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR COMPLETO;70 a 79 anos;55;0,2736;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR COMPLETO;Superior a 79 anos;35;0,1741;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR INCOMPLETO;21 a 24 anos;1;0,0133;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR INCOMPLETO;25 a 34 anos;5;0,0667;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR INCOMPLETO;35 a 44 anos;9;0,12;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR INCOMPLETO;45 a 59 anos;19;0,2533;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR INCOMPLETO;60 a 69 anos;32;0,4267;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR INCOMPLETO;70 a 79 anos;7;0,0933;0;0;2024-10-04 18:04:53
RS;1;PDT;FEMININO;SUPERIOR INCOMPLETO;Superior a 79 anos;2;0,0267;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ANALFABETO;45 a 59 anos;2;0,6667;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ANALFABETO;60 a 69 anos;1;0,3333;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;35 a 44 anos;4;0,0597;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;45 a 59 anos;16;0,2388;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;60 a 69 anos;25;0,3731;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;70 a 79 anos;12;0,1791;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;Superior a 79 anos;10;0,1493;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;25 a 34 anos;4;0,04;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;35 a 44 anos;9;0,09;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;45 a 59 anos;31;0,31;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;60 a 69 anos;27;0,27;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;70 a 79 anos;16;0,16;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;Superior a 79 anos;13;0,13;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO COMPLETO;25 a 34 anos;6;0,0355;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO COMPLETO;35 a 44 anos;13;0,0769;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO COMPLETO;45 a 59 anos;43;0,2544;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO COMPLETO;60 a 69 anos;52;0,3077;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO COMPLETO;70 a 79 anos;41;0,2426;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO COMPLETO;Superior a 79 anos;14;0,0828;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO INCOMPLETO;21 a 24 anos;1;0,0105;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO INCOMPLETO;25 a 34 anos;3;0,0316;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO INCOMPLETO;35 a 44 anos;19;0,2;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO INCOMPLETO;45 a 59 anos;35;0,3684;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO INCOMPLETO;60 a 69 anos;22;0,2316;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO INCOMPLETO;70 a 79 anos;8;0,0842;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;ENSINO MÉDIO INCOMPLETO;Superior a 79 anos;7;0,0737;0;1;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;LÊ E ESCREVE;45 a 59 anos;4;0,3333;0;0;2024-10-04 18:04:53
RS;1;PDT;MASCULINO;LÊ E ESCREVE;60 a 69 anos;6;0,5;0;0;2024-10-04 18:04:53
